Principal Component 1,Principal Component 2
-7.805385622588687,0.5167500546537631
-3.1790779700089695,-0.8196425458936385
-4.782744573516942,-0.24432988599679384
-6.294096330140119,-1.236106607203072
-2.8199020143789966,-0.035574989636074306
-7.149366655129772,-0.6250134725999864
-5.823565822301207,0.04729987484688276
-0.428707658085826,0.19272048488464677
-0.5057369743393351,-1.3227500385932756
-0.34849276505039606,0.7253882782466501
-1.1915326467768848,-1.5217774172751255
-1.57388286974553,-1.826802945001856
-1.618021597291647,-0.11807316678193466
-1.7099870480707546,-0.9100748120557818
-0.4053306967366765,-1.5102668500813035
0.021934382285698193,-0.7499362089514735
-0.965095796302669,-2.375082428958759
1.0444693046201798,-0.9128565168133905
-1.1589276355480536,0.1628248539918562
-0.17655367137544845,-1.3181328033937825
-0.36135755199050684,-2.5041275958039866
0.568987554495509,-0.5660615356419787
-0.6813931540537927,-0.03374080992046083
-1.2541415096353647,1.2689930823339932
-1.6443719233331608,2.238774040846004
-3.3603322528941004,-1.8451435344869254
0.0645693897955952,-0.8680535232081668
2.2726223030609005,-1.246830447146034
-0.5026221588817215,-1.3211202370625565
-6.440650414308917,2.6668134354331015
-6.1527985640642,1.550212287269392
-3.3023284122857923,1.2630709265857307
-0.8155828551599299,0.20724470084532245
-0.697035545370323,-1.2327685244385576
-0.9873749606485466,0.897943143819305
-1.563152621439232,-1.449563888522274
-2.46947733433907,-1.2152410356032108
-1.8370762408852728,-0.47989617975424864
-1.5183190998373848,-1.3987923650828789
-1.2790041621120696,-2.051410244850927
-0.16169348858747792,-0.6852259749855664
-1.059670998674826,-2.158121092271697
0.20898490689641033,-0.8674836950289931
-0.4830486225738617,0.752767473705674
0.07634636094242464,-0.9432833336593537
-0.4556083172515665,-2.2724596856688195
0.47864438755811695,-0.48219997593560276
-0.11270105516140695,0.2124012380717742
-2.232519312034296,1.2046645409022303
-1.7512027304328364,1.6590013924401028
-2.9262770102396645,-1.5316008037968656
0.09985423772532248,-0.8935035771329937
0.5118544934250275,-1.0925807105204661
-0.6127798344232995,-0.948989066004683
