Principal Component 1,Principal Component 2
-7.805390348369787,0.5164745458444929
-3.1790798003707748,-0.8195882697124302
-4.782749814286756,-0.24434140293070325
-6.294097609313285,-1.236139758027731
-2.8199032393108205,-0.035753476155104255
-7.149371003806164,-0.6252984382609851
-5.823566393189914,0.047449281871520275
-0.42870532303772607,0.19288307953198525
-0.5057370603010263,-1.3228073603512427
-0.3484891840046096,0.725652753852867
-1.191531321120522,-1.5215955580996041
-1.5738822401356154,-1.826638507738067
-1.6180204154990736,-0.11797821336918528
-1.709985230153254,-0.9098767624898733
-0.4053287755256765,-1.5099560375959051
0.02193666148784117,-0.7496328499366411
-0.9650968958697851,-2.375190287681218
1.044471233780432,-0.9126229420901887
-1.1589259212857572,0.16294366317125955
-0.17655180421660266,-1.3179084468596656
-0.36135522477129134,-2.5037516565540154
0.5689892762357424,-0.5659045237031534
-0.6813908496407277,-0.03346123330992819
-1.254141952010939,1.2689018712470501
-1.6443699119997985,2.2389527264607514
-3.3603318058049507,-1.844896169821179
0.06457085383911795,-0.8679444828574097
2.2726238096487883,-1.2468088437849896
-0.5026200350545266,-1.3208992463008735
-6.440653352253187,2.6666113405660234
-6.152802064918157,1.5499910912277381
-3.3023292834004865,1.2630404765013636
-0.8155807949366696,0.20740510040327698
-0.697035189966423,-1.2328206157922266
-0.9873723136297093,0.8981433691387853
-1.563150984741822,-1.449296901431058
-2.469476783106973,-1.2150617159226302
-1.8370734603565637,-0.4796001156350425
-1.5183155166162627,-1.398393685897132
-1.2790028720456417,-2.051216926387438
-0.1616917217130085,-0.6849779399761036
-1.0596728194091873,-2.158300304655828
0.20898563617274615,-0.8673524524727094
-0.4830472286031412,0.7528000141002376
0.07634809847653727,-0.9430929970946511
-0.4556053835322267,-2.271969947230194
0.4786469439206986,-0.4820001287343195
-0.11269836884279467,0.2126824446470729
-2.2325202096456813,1.204559727540379
-1.7512021713827859,1.6590307932002835
-2.9262757020999217,-1.5314739902442172
0.09985481679987823,-0.8934746621902279
0.5118550753797478,-1.0925796462254682
-0.6127785863723131,-0.9488954479182439
-5.17940072556736,0.654949569103053
-5.539225630456178,3.7983140183996635
-12.146947458290832,-16.233940877873476
-7.538262726388289,1.8723294305975702
-3.0919963687260803,0.7308108042753217
-1.3723601291258853,0.7772712385380536
-0.3992695927604682,-1.6645261410340815
-1.4864627306136815,0.1485347416986794
-1.8320894955796825,-1.620930863255279
-1.9586076047527174,-0.44173660283917643
-2.842796643357146,-0.4873906758870894
-1.294984470263784,-1.2652204876513553
-2.1785489617087563,-1.7330315755696444
-0.5324159618288757,-0.8376630429654465
-1.4360941152345341,-2.587839347617742
-0.6588862435743605,-0.28894291311773285
0.8394344799768226,0.4058189631513024
0.6303244549909341,-0.8959996548404721
-0.3432740633689371,-2.5153120147675803
1.7197220190590983,-0.2513032736581183
-0.070410936581554,0.16592670294983622
-1.8214634353967298,0.9061713180591644
-1.5960154711928567,2.149191615155992
-2.5252456641660417,-1.171221126393144
1.225854316568969,-0.5380882853756707
1.6040463536483112,-1.9203810137822128
-0.33647381741259835,-1.6715028420180402
-5.302399378041409,0.9224066830977115
-3.4588653163098466,-0.004612627928028757
-1.6209421468621616,0.5117773296282871
-0.16576812231725582,-1.915957950778543
-2.650285722441962,1.0513978308405383
-1.6662419747326314,-1.324791348826015
-2.30307276108756,-0.021876100765850767
-2.5682649142764635,-0.39226760111570597
-1.4549305079403076,-0.9241709850656661
-2.2533361854763876,-1.099565853765746
0.4667976475262649,-0.5777382582476982
-0.4247556942527315,-2.1862973336938616
-0.744152171487894,-0.6231060998700734
0.24380209838594796,0.12643369629946843
0.957969033953629,-0.5359880728914863
-0.09657640402257904,-2.51616971029918
-0.1818613611900879,-0.14782709149647236
0.8079473775931951,0.046120292872867924
-1.5817455042819135,0.6679582929196034
-0.9235505910495543,1.6520237239176063
-2.538176158760417,-1.301631201453379
1.1760345037590498,-0.6506719234190159
-0.31489383119210423,-1.536820877497949
-0.9617319585471832,-1.6445287155786785
-1.695379856711777,1.957682628281628
-3.734818382280039,0.2768839746288022
-0.23216438485353416,-0.8913423065623888
0.7704509036468261,-0.1522245461053153
-2.660493350546742,-1.855063330152797
-3.5768847570232802,-0.5863521725481152
-1.0885690455833401,-0.6413066623762459
-0.8799729950626307,-2.5642005743245315
-0.6398935881261342,-1.7744756959678807
1.1691695455517817,-0.6478898822852277
-0.5761008760404086,-1.408070046661772
-1.205216505550503,-0.4563977437986239
-1.7929941949752657,-1.7039654194801515
-0.7319037834527138,-0.865261084521753
-6.460308554830082,-1.1196152872209986
-2.1198189472112863,-0.480505434467848
-2.729889986454816,-1.320859868993793
-0.08553835938407567,-1.346059958482168
2.472343614190135,-0.3744343990260775
0.7548258054788841,-2.3359272925724324
-0.12821228728512282,-0.4682580155547146
-0.40688208270087095,-0.3471358870517453
1.0795043270708495,-0.43622497234636853
-0.33521983103841396,1.1363517074670937
0.5654309542937833,-1.0175420895363478
0.9977287223546971,0.42565940822598686
-1.9187687169197165,-0.18181783824191527
-4.005577568276333,-0.3083038061903527
0.9156782532243989,-0.6318476903586867
0.29357499740543136,-0.3574440829017019
-1.2680095590372011,-1.8123298131000525
-2.4580354942190987,-0.89612736852893
-0.41300478020554854,-0.5072713399036793
0.12240884236293775,-1.4510701424194112
-1.7791700868300284,-1.0480841884094696
-0.5865652253712146,-0.21190772640560412
2.171937804881072,0.29035820038895566
-4.04282860226167,0.015361222165699871
-0.9407293561623489,-1.8739867859586503
-0.3824021722019198,-1.3391082999087704
-3.354417119095685,-1.3680400410115683
0.9981023866807152,-0.23836533194646314
-1.4362789185529414,-0.8639016173076781
-0.1905990966187471,-1.3042302862175958
0.3190423128296783,-1.0652046188322766
-0.9285721299791597,-2.5143854844574633
1.5288064630862896,-0.17690990670789913
-1.0124772634692702,-1.0832862984996923
0.39274365420111507,0.02091996237456263
-0.21958059775425073,0.096355378899835
0.9299427346925333,-0.5582210472568567
0.8380450757114793,0.51528279037761
-1.2083823042282982,-0.26418459060102173
-4.3671168007247285,1.670498610126556
2.6936435223614437,0.19269940004871797
1.6870443594691673,0.10605602160261028
-0.36184933652867246,-1.3033547408642139
-2.2580801306234055,-1.0735531037309882
-0.24247998545271382,-1.03709465689767
0.9859988653405508,-1.5982897026695144
-1.2304176992683928,-0.44368542641147796
-2.0985298420626095,-0.7172227338392577
1.83360129559628,-0.0546782174980398
-2.60492525181151,-0.4114809281913117
-0.5045386524432214,-1.6520133116252171
0.22978024551219267,-1.458919203402604
-2.583452388386363,-2.021682015135399
0.6217765435805535,-0.3748571195138351
0.5522277652615292,-0.8225867966983101
-1.1553713231043539,-0.4957876610159475
